loda_id;loda_dia;loda_mes;loda_cidade;loda_uf;loda_latitude;loda_longitude
419;21;7;Salvador;BA;-12.9472425;-38.4569097
420;21;7;Volta Redonda;RJ;-22.5089585;-44.1393054
421;21;7;Fortaleza;CE;-3.8321647;-38.5613844
429;1;7;Luiz Alves;SC;-26.7214593;-48.9338941
430;1;7;Paiçandu;PR;-23.4596622;-52.043441
431;1;7;Brejinho;PE;-7.3469421;-37.285843
432;1;7;Alto Alegre;RR;2.9842837;-61.3155793
433;1;7;São Luiz;RR;1.0103818;-60.0393231
434;1;7;São Luís;MA;-2.5641193;-44.2250257
435;1;7;Campo Grande;MS;-20.4771433;-54.6206472
436;1;7;São João da Baliza;RR;0.9590628;-59.9119928
437;1;7;Maria da Fé;MG;-22.3071903;-45.3721331
438;1;7;Buriticupu;MA;-4.323209;-46.4525254
439;1;7;Manaus;AM;-3.1217811;-60.035114
440;1;7;Iraí;RS;-27.1890348;-53.2566968
441;1;7;Belo Horizonte;MG;-19.8938406;-43.9582223
442;2;7;Mundo Novo;BA;-12.0504745;-40.4878407
443;2;7;Camacan;BA;-15.4158089;-39.4967931
444;2;7;Buritirama;BA;-10.7122746;-43.6335396
445;2;7;Alagoinhas;BA;-12.1562781;-38.4245828
446;2;7;Planalto;BA;-14.6665544;-40.4820983
447;2;7;Carinhanha;BA;-14.3051135;-43.7667478
448;2;7;Santarém;PA;-2.4650188;-54.7191371
449;2;7;Boa Vista;RR;2.8474306;-60.7051634
450;2;7;Itanhém;BA;-17.1636305;-40.3291598
451;2;7;Ilhéus;BA;-14.8028425;-39.0316683
452;2;7;Campo Alegre de Lourdes;BA;-9.516047;-43.0084994
453;2;7;Araci;BA;-11.3381116;-38.9629349
454;2;7;Pindaí;BA;-14.4867716;-42.6860147
422;22;7;Salvador;BA;-12.8748892;-38.4686296
423;22;7;Conceição da Aparecida;MG;-21.0938444;-46.2061395
424;22;7;Porto Velho;RO;-8.7339773;-63.8780993
425;22;7;Porto Alegre;RS;-30.0922472;-51.176826
426;22;7;São Sebastião;AL;-9.9362339;-36.5518454
427;22;7;Bonito;BA;-11.9711367;-41.2664698
428;22;7;América Dourada;BA;-11.3002474;-41.4486503
455;2;7;Ibipitanga;BA;-12.8820058;-42.4888495
456;2;7;Salvador;BA;-12.8475649;-38.3578349
457;2;7;Indaial;SC;-26.873698;-49.227602
458;2;7;Governador Valadares;MG;-18.8449777;-41.9500466
459;2;7;Macaúbas;BA;-13.0208547;-42.6901594
460;2;7;Itaeté;BA;-13.2159434;-41.069519
461;2;7;Senhor do Bonfim;BA;-10.4626021;-40.1862512
462;2;7;Santa Teresinha;BA;-12.7705188;-39.5244448
463;2;7;Ipiaú;BA;-14.1406708;-39.7329758
464;2;7;Ruy Barbosa;BA;-12.2887973;-40.5054243
465;2;7;Lauro de Freitas;BA;-12.9029294;-38.3312733
466;2;7;Arcoverde;PE;-8.4183432;-37.0600901
467;2;7;América Dourada;BA;-11.4738148;-41.5144329
468;2;7;São Paulo;SP;-23.5958532;-46.6008915
469;2;7;Jaguaquara;BA;-13.5343207;-39.9721669
470;2;7;Baixa Grande;BA;-11.9627568;-40.1651703
471;2;7;Pintadas;BA;-11.8260259;-39.9114204
472;2;7;Santa Luzia;BA;-15.4319109;-39.3311475
473;2;7;Barreiras;BA;-12.1420407;-44.9897148
474;2;7;Vitória da Conquista;BA;-14.8544681;-40.8409614
475;2;7;Conde;BA;-11.8128966;-37.6101109
476;2;7;Ibotirama;BA;-12.1882418;-43.2188187
477;2;7;Ibititá;BA;-11.5472087;-41.9744427
478;2;7;Barra do Mendes;BA;-12.2389744;-42.0599136
479;2;7;São Gabriel;BA;-11.2284356;-41.8783682
480;3;7;Jussara;GO;-15.8555792;-50.88999
481;3;7;Rio Branco;AC;-9.9431505;-67.8110987
482;3;7;Epitaciolândia;AC;-11.0242451;-68.7430727
483;3;7;Barão de Grajaú;MA;-6.7489921;-43.0269003
484;3;7;Arcoverde;PE;-8.433293;-37.0633149
485;3;7;Cocalzinho de Goiás;GO;-15.7796917;-48.7679606
486;3;7;Três Pontas;MG;-21.364157;-45.5104049
487;3;7;Caucaia;CE;-3.7295229;-38.694525
488;3;7;Manaus;AM;-3.1054824;-59.9833522
489;3;7;Água Clara;MS;-20.4442155;-52.8740612
490;3;7;Aparecida de Goiânia;GO;-16.794932;-49.3124156
491;3;7;Sonora;MS;-17.5877479;-54.751572
492;3;7;Cariacica;ES;-20.3218274;-40.3733602
493;3;7;Porto Nacional;TO;-10.7332361;-48.4098732
494;3;7;Jacareí;SP;-23.2648104;-46.066154
495;3;7;São José de Ribamar;MA;-2.5207709;-44.2107405
496;3;7;Salvador;BA;-12.9691919;-38.4569602
497;4;7;Araruna;PB;-6.5331521;-35.741323
498;4;7;Imbituba;SC;-28.1557463;-48.6560131
499;4;7;Pé de Serra;BA;-11.8339809;-39.6089589
500;4;7;Ladainha;MG;-17.634841;-41.7433479
501;4;7;Maracanaú;CE;-3.8400723;-38.6295128
502;4;7;Arcoverde;PE;-8.4104352;-37.065756
503;4;7;Castanheira;MT;-11.1380907;-58.6105114
504;4;7;Castanhal;PA;-1.3036197;-47.8833974
505;4;7;Juruena;MT;-10.3323651;-58.5061784
506;4;7;Aldeias Altas;MA;-4.6311793;-43.4686743
507;4;7;São José;SC;-27.5671578;-48.6240507
508;4;7;Duque de Caxias;RJ;-22.7010805;-43.3013045
509;4;7;Icó;CE;-6.3925701;-38.8535222
510;4;7;Taquari;RS;-29.8036617;-51.8665809
511;4;7;Angra dos Reis;RJ;-23.0180526;-44.5412358
512;4;7;Fortaleza;CE;-3.809849;-38.5557622
513;4;7;Juripiranga;PB;-7.3755867;-35.2360474
514;4;7;Paverama;RS;-29.5504593;-51.7476625
515;4;7;Tapurah;MT;-12.7380188;-56.5130829
516;4;7;Piripiri;PI;-4.2771336;-41.7797832
517;4;7;Cunhataí;SC;-26.968731;-53.0930324
518;4;7;Paranaíba;MS;-19.6686289;-51.1904429
519;4;7;Seberi;RS;-27.4722077;-53.4038615
520;5;7;Mata Grande;AL;-9.1222927;-37.7347277
521;5;7;Benevides;PA;-1.3658483;-48.2470987
522;5;7;Clevelândia;PR;-26.4076809;-52.3476412
523;5;7;Niterói;RJ;-22.9037915;-43.1036666
524;5;7;São Paulo;SP;-23.6051187;-46.6081608
525;5;7;Itabaiana;PB;-7.3355421;-35.3361204
526;5;7;Tamandaré;PE;-8.7535684;-35.1019061
527;5;7;Populina;SP;-19.9403205;-50.5375638
528;5;7;Aracaju;SE;-10.9016576;-37.0650199
529;5;7;Goiânia;GO;-16.6370045;-49.299275
530;5;7;Palotina;PR;-24.2808743;-53.8356847
531;5;7;Belford Roxo;RJ;-22.7279139;-43.4041101
532;5;7;Duque de Caxias;RJ;-22.7112659;-43.3068655
533;5;7;Laranjal Paulista;SP;-23.0311898;-47.8327343
534;5;7;Indaiatuba;SP;-23.0870609;-47.2185495
535;5;7;Maracás;BA;-13.4382148;-40.4314631
536;5;7;Rio de Janeiro;RJ;-22.9711384;-43.1903044
537;5;7;Antônio Gonçalves;BA;-10.5727018;-40.2775149
538;5;7;Belo Horizonte;MG;-19.8586987;-43.9271812
539;5;7;Salvador;BA;-12.8311147;-38.4763739
540;5;7;Itaipulândia;PR;-25.1564981;-54.2755877
541;5;7;Poço Verde;SE;-10.7090274;-38.1781951
542;6;7;Porto Velho;RO;-8.7553623;-63.8286852
543;6;7;Coroados;SP;-21.3568169;-50.2869534
544;6;7;Rio de Janeiro;RJ;-22.9997127;-43.540551
545;6;7;Faro;PA;-2.171814;-56.7439022
546;6;7;Nova Cruz;RN;-6.4817335;-35.4329035
547;6;7;Jacinto;MG;-16.3653336;-40.3701026
548;6;7;Carangola;MG;-20.7396349;-42.0308342
549;6;7;Teresópolis;RJ;-22.4102736;-42.9414162
550;6;7;Palmeiras de Goiás;GO;-16.796847;-49.9056502
551;6;7;Piratini;RS;-31.4506628;-53.1134584
552;6;7;Cubati;PB;-6.8649615;-36.3529606
553;7;7;José Bonifácio;SP;-21.0571887;-49.6824503
554;7;7;Candelária;RS;-29.6667108;-52.7884162
555;7;7;Miguel Alves;PI;-4.166996;-42.8986404
556;7;7;Igrejinha;RS;-29.5714345;-50.7981971
557;7;7;Beneditinos;PI;-5.4568285;-42.361059
558;7;7;São Paulo;SP;-23.6648364;-46.7155864
559;7;7;Rio Branco;AC;-9.9793601;-67.8776783
560;7;7;Bonito;PE;-8.4689787;-35.7287912
561;7;7;Conceição do Coité;BA;-11.576392;-39.2789094
562;7;7;São José de Ribamar;MA;-2.5520125;-44.0808241
563;7;7;Porto Real do Colégio;AL;-10.1878475;-36.837481
564;7;7;Angelim;PE;-8.8920085;-36.2874804
565;7;7;Anicuns;GO;-16.4564646;-49.9629772
566;7;7;Salvador;BA;-12.9976891;-38.5104087
567;7;7;Itaipulândia;PR;-25.1810777;-54.2899353
568;7;7;Caucaia;CE;-3.6771298;-38.6632232
569;8;7;Pompéu;MG;-19.2115003;-44.9943908
570;8;7;Paiva;MG;-21.2875372;-43.4163973
571;8;7;Brejo Alegre;SP;-21.16624;-50.1871105
572;8;7;Santa Luzia do Paruá;MA;-2.5436918;-45.7733613
573;8;7;Cícero Dantas;BA;-10.6018904;-38.3829491
574;8;7;Rio Grande;RS;-32.0427491;-52.0841486
575;8;7;Vitória;ES;-20.2927365;-40.3467186
576;8;7;São Paulo;SP;-23.5258423;-46.4646143
577;8;7;Santa Isabel;SP;-23.3262872;-46.2312654
578;8;7;Luz;MG;-19.7947695;-45.6905463
579;8;7;Iacanga;SP;-21.8896811;-49.0191671
580;8;7;Porto Alegre;RS;-30.0552871;-51.1853256
581;9;7;São Paulo;SP;-23.5484521;-46.6390616
582;9;7;Mirandópolis;SP;-21.1346235;-51.1015351
583;9;7;Itu;SP;-23.2556546;-47.3140549
584;9;7;Taubaté;SP;-23.0232614;-45.5597923
585;9;7;São José dos Campos;SP;-23.1983223;-45.8948737
586;9;7;São Carlos;SP;-22.0136995;-47.8927768
587;9;7;Goiânia;GO;-16.5985128;-49.3155125
588;9;7;Cesário Lange;SP;-23.223849;-47.9523073
589;9;7;Monte Azul Paulista;SP;-20.9135024;-48.6456937
590;9;7;Santa Isabel;SP;-23.3239072;-46.2314074
591;9;7;Fátima do Sul;MS;-22.3760743;-54.5157856
592;9;7;Sumaré;SP;-22.809413;-47.2350953
593;9;7;Martinópolis;SP;-22.138585;-51.1765544
594;9;7;Flora Rica;SP;-21.6199406;-51.3736534
595;9;7;Palmas;TO;-10.3474442;-48.2955436
596;9;7;Salto;SP;-23.2014935;-47.2892454
597;9;7;Itapeva;SP;-23.9900881;-48.8700345
598;9;7;Indiana;SP;-22.1722311;-51.2497408
599;9;7;Vitória;ES;-20.2719615;-40.318671
600;9;7;Nova Europa;SP;-21.7806822;-48.563732
601;9;7;Araraquara;SP;-21.7698042;-48.1809823
602;9;7;Ferraz de Vasconcelos;SP;-23.5487325;-46.3654881
603;9;7;Marília;SP;-22.2175968;-49.9487485
604;9;7;São Bernardo do Campo;SP;-23.7422448;-46.5688961
605;9;7;Cruzeiro;SP;-22.5772329;-44.9561276
606;9;7;Jundiaí;SP;-23.1961888;-46.8894979
607;9;7;Duartina;SP;-22.4133315;-49.4034732
608;9;7;Pompéia;SP;-22.0979525;-50.2529112
609;9;7;Jacareí;SP;-23.3005487;-45.9695287
610;9;7;Araçariguama;SP;-23.4397241;-47.0616165
611;10;7;São Paulo;SP;-23.4874343;-46.4611984
612;10;7;Guiratinga;MT;-16.349653;-53.7693102
613;10;7;Carutapera;MA;-1.2033523;-46.0214953
614;10;7;Salvador;BA;-12.951053;-38.4674749
615;10;7;Divinópolis;MG;-20.1322468;-44.8912249
616;10;7;Arcoverde;PE;-8.4249341;-37.0523325
617;10;7;Campo Magro;PR;-25.3735924;-49.4528995
618;10;7;Paraibuna;SP;-23.3867938;-45.6642538
619;10;7;Cuiabá;MT;-15.5873276;-56.0362065
620;10;7;Matias Olímpio;PI;-3.7179283;-42.5541195
621;10;7;Recife;PE;-8.1350822;-34.9122919
622;10;7;Jequié;BA;-13.8556586;-40.0848991
623;10;7;Rio Branco;AC;-9.9448189;-67.8125257
624;10;7;Manaus;AM;-3.108157;-59.9933849
625;10;7;Alto Paraguai;MT;-14.5101574;-56.4948123
626;10;7;Tocantinópolis;TO;-6.3246713;-47.4216092
627;10;7;Antônio Prado;RS;-28.8693395;-51.277775
628;10;7;Três Barras;SC;-26.1457393;-50.3796249
629;23;7;Sinop;MT;-11.8381571;-55.523791
630;23;7;Jacupiranga;SP;-24.7008946;-48.0046138
631;23;7;Natal;RN;-5.8864236;-35.1668858
632;23;7;Diadema;SP;-23.6807572;-46.605169
633;24;7;Palmas;TO;-10.3239539;-48.2997116
634;24;7;Salvador;BA;-12.9473534;-38.4980139
635;24;7;Cabedelo;PB;-7.0715851;-34.8531814
636;24;7;Brusque;SC;-27.0695181;-48.8761756
637;25;7;Linha Nova;RS;-29.4794389;-51.1911757
638;25;7;Blumenau;SC;-26.8804629;-49.080722
639;25;7;Serafina Corrêa;RS;-28.7104509;-51.9333803
640;25;7;Porto Alegre;RS;-30.0060771;-51.1825844
641;25;7;Flores da Cunha;RS;-29.0156432;-51.1813206
642;25;7;Jaraguá do Sul;SC;-26.4962622;-49.0791732
643;25;7;Toledo;PR;-24.7385113;-53.736166
644;25;7;Palotina;PR;-24.2826237;-53.8375796
645;25;7;Nova Petrópolis;RS;-29.3814562;-51.1300181
646;25;7;Santa Maria do Herval;RS;-29.4540548;-50.9621708
647;26;7;Varjota;CE;-4.19428;-40.4747254
648;26;7;Santana do Ipanema;AL;-9.3739891;-37.2423758
649;26;7;Itaúna;MG;-20.0801728;-44.5743585
650;27;7;Retirolândia;BA;-11.493045;-39.4241573
651;27;7;Maravilha;SC;-26.7578445;-53.1714411
652;27;7;Anastácio;MS;-20.4872598;-55.8019319
653;27;7;Candiba;BA;-14.4096556;-42.8657065
654;27;7;Fortaleza;CE;-3.8362864;-38.5700693
655;27;7;Salvador;BA;-12.9475838;-38.4586781
656;27;7;Tapiramutá;BA;-11.847639;-40.7945081
657;27;7;Rio do Antônio;BA;-14.4134905;-42.0777932
658;28;7;Santa Quitéria do Maranhão;MA;-3.5047776;-42.5638319
659;28;7;Bom Jardim;MA;-3.5447997;-45.6011065
660;28;7;São José de Ribamar;MA;-2.5522228;-44.0575349
661;28;7;Itabuna;BA;-14.8110054;-39.2929261
662;28;7;São Luís;MA;-2.52951;-44.3048601
663;28;7;São Bernardo do Campo;SP;-23.7321044;-46.5328973
664;28;7;Garanhuns;PE;-8.8753359;-36.4696076
665;28;7;Coroatá;MA;-4.1170097;-44.1223175
666;29;7;Confresa;MT;-10.6479046;-51.5730141
667;29;7;Manaus;AM;-3.003695;-60.0404439
668;29;7;Porto Ferreira;SP;-21.8560772;-47.4816894
669;29;7;São Paulo;SP;-23.4834633;-46.4161066
670;29;7;Salvador;BA;-12.9295434;-38.4783866
671;29;7;Campos Sales;CE;-7.0721027;-40.3760538
672;29;7;Serra Preta;BA;-12.154583;-39.4560839
673;29;7;Pelotas;RS;-31.7625897;-52.3218971
674;30;7;Patrocínio;MG;-18.9556815;-46.9866662
675;30;7;Piracicaba;SP;-22.7446545;-47.6230196
676;30;7;Sumaré;SP;-22.8104092;-47.2347313
677;30;7;Jundiaí;SP;-23.1829844;-46.8739257
678;30;7;Viamão;RS;-30.1283707;-50.8219319
679;30;7;Barras;PI;-4.2556087;-42.2839193
680;30;7;Nova Iguaçu;RJ;-22.6775483;-43.4265826
681;30;7;Manoel Vitorino;BA;-14.1442581;-40.2429466
682;30;7;Santo Antônio do Tauá;PA;-1.1564546;-48.136033
683;30;7;Americana;SP;-22.7390983;-47.3353056
684;30;7;Marco;CE;-3.1205016;-40.1510494
685;30;7;Ichu;BA;-11.7460416;-39.1935567
686;30;7;Tangará da Serra;MT;-14.6330462;-57.4915265
687;31;7;Manaus;AM;-3.1141393;-59.9918608
688;1;8;Camaçari;BA;-12.7129609;-38.3428852
689;1;8;Rio Branco;AC;-9.9444465;-67.8136517
690;1;8;Capinópolis;MG;-18.6847396;-49.5802119
691;1;8;Fortaleza;CE;-3.7561184;-38.5592397
692;1;8;Bauru;SP;-22.321088;-49.0703268
693;1;8;São Caetano de Odivelas;PA;-0.7527591;-48.0238674
694;1;8;São Bernardo do Campo;SP;-23.7212764;-46.5207598
695;1;8;Várzea Grande;MT;-15.6485943;-56.0878433
696;1;8;Caxias;MA;-4.874349;-43.3631472
698;1;8;São Paulo;SP;-23.6302999;-46.6194616
699;1;8;Ribeirão do Sul;SP;-22.7843003;-49.9305511
700;1;8;São Domingos do Maranhão;MA;-5.5782413;-44.3839931
701;1;8;Palmares;PE;-8.6756663;-35.587034
702;2;8;Rio Branco;AC;-9.9729879;-67.8315934
703;2;8;Barra de São Miguel;AL;-9.8375247;-35.8955622
704;2;8;Maricá;RJ;-22.9266783;-42.8035684
705;2;8;Tauá;CE;-6.0102306;-40.2896516
706;2;8;Cururupu;MA;-1.8257193;-44.8717286
707;2;8;São Benedito (Santa Luzia);MG;-19.7699051;-43.9422917
708;2;8;Coari;AM;-4.0876794;-63.1445459
709;2;8;Ananindeua;PA;-1.3867894;-48.3709397
710;2;8;Morada Nova;CE;-5.1059848;-38.3703232
711;2;8;Itambacuri;MG;-18.0344537;-41.686818
712;2;8;Nova Prata;RS;-28.7846663;-51.6008765
713;2;8;Tucuruí;PA;-3.758834;-49.677032
714;2;8;Manaus;AM;-3.0779937;-60.0194562
715;2;8;Granja;CE;-3.1236115;-40.8272983
716;2;8;Salvador;BA;-12.9313012;-38.4589685
717;2;8;Viamão;RS;-30.1288671;-50.8211506
718;2;8;Ribeirão Preto;SP;-21.1357666;-47.6983275
719;3;8;Itajobi;SP;-21.3194302;-49.054206
720;3;8;Recife;PE;-8.074368;-34.9095273
721;3;8;São José dos Campos;SP;-23.1931939;-45.767934
722;3;8;Rio Branco;AC;-9.9979749;-67.8327516
723;3;8;Manaus;AM;-3.1330001;-59.9971455
724;3;8;Umari;CE;-6.6443281;-38.7001573
725;3;8;Monte Alto;SP;-21.2678603;-48.5072645
726;3;8;São Félix do Coribe;BA;-13.4108698;-44.1932964
727;3;8;Pesqueira;PE;-8.3566207;-36.6953283
728;3;8;Araripe;CE;-7.2083673;-40.1374948
729;4;8;Blumenau;SC;-26.9368404;-49.1270429
730;4;8;São Paulo;SP;-23.6140511;-46.6417231
731;4;8;São Francisco de Assis;RS;-29.5619301;-55.1160834
732;4;8;Brusque;SC;-27.0461932;-48.8670425
733;4;8;Belém;PA;-1.3733302;-48.4358646
734;4;8;Santarém;PA;-2.4291844;-54.7563026
735;4;8;São Bernardo do Campo;SP;-23.7102311;-46.5250456
736;5;8;Cipó;BA;-11.1025847;-38.5156572
737;5;8;Solânea;PB;-6.7556079;-35.6572736
738;5;8;Lajedo;PE;-8.6611674;-36.3266545
739;5;8;Rolim de Moura;RO;-11.7246547;-61.8010107
740;5;8;Marituba;PA;-1.3929839;-48.3190007
741;5;8;Ribeirão das Neves;MG;-19.7688757;-44.0852247
742;5;8;São João do Rio do Peixe;PB;-6.7323928;-38.4481234
743;5;8;Patos;PB;-7.0157746;-37.2823085
744;5;8;São Félix do Coribe;BA;-13.4060077;-44.191661
745;5;8;São Luís;MA;-2.5638479;-44.2425014
746;5;8;Rio Verde;GO;-17.7518844;-50.9151711
747;5;8;Santa Rita;PB;-7.1282549;-34.954608
748;5;8;Manaus;AM;-3.1287808;-59.9915117
749;5;8;Fortaleza;CE;-3.7043282;-38.5682858
750;5;8;João Pessoa;PB;-7.1145109;-34.8887769
751;5;8;Salvador;BA;-12.9199273;-38.4442199
752;6;8;Porto Vera Cruz;RS;-27.7361225;-54.8997303
753;6;8;Reserva do Cabaçal;MT;-15.1236993;-58.3812283
754;6;8;Pirassununga;SP;-22.0105921;-47.412862
755;6;8;Guaraí;TO;-8.8323395;-48.5089017
756;6;8;Monte Alto;SP;-21.2710353;-48.4974687
757;6;8;Rio Branco;AC;-9.977589;-67.800681
758;6;8;Bom Jesus da Lapa;BA;-13.2498168;-43.3996197
759;6;8;Feijó;AC;-8.1614294;-70.3509021
760;6;8;Boa Nova;BA;-14.3619318;-40.2115839
761;6;8;Xapuri;AC;-10.6508275;-68.5069707
762;6;8;Conceição dos Ouros;MG;-22.4197604;-45.7972835
763;6;8;Santaluz;BA;-11.3139855;-39.85887
764;7;8;Feliz Deserto;AL;-10.2926485;-36.3054934
765;7;8;São José dos Pinhais;PR;-25.4760649;-49.1702476
766;7;8;Arcoverde;PE;-8.417612;-37.0447474
767;7;8;Três Lagoas;MS;-20.8078572;-51.7115806
768;7;8;São Caetano;PE;-8.3269434;-36.1370335
769;7;8;Nova Aurora;PR;-24.5745779;-53.3780878
770;7;8;Passo Fundo;RS;-28.2649654;-52.416516
771;7;8;Taquara;RS;-29.6657159;-50.79213
772;7;8;Salvador;BA;-12.9315487;-38.4820787
773;8;8;Irará;BA;-12.0445104;-38.774704
774;8;8;São Luís;MA;-2.6187753;-44.2432239
775;8;8;Porto Grande;AP;0.7106408;-51.4134701
776;8;8;Tremembé;SP;-22.9634746;-45.5455875
777;8;8;Itinga do Maranhão;MA;-4.454543;-47.5277286
778;8;8;Pirambu;SE;-10.7399768;-36.8585183
779;8;8;Madre de Deus de Minas;MG;-21.483938;-44.3215986
780;8;8;Boa Nova;BA;-14.3619318;-40.2115839
781;8;8;Curionópolis;PA;-6.0956186;-49.6099072
782;8;8;Muritiba;BA;-12.6249923;-38.9964514
783;8;8;Viseu;PA;-1.2039802;-46.1368094
784;8;8;Votuporanga;SP;-20.4131995;-49.9808853
785;8;8;Brumado;BA;-14.2095082;-41.6839747
786;8;8;Camaçari;BA;-12.7122281;-38.3433572
787;8;8;Nova Trento;SC;-27.2766057;-48.9368067
788;9;8;Vianópolis;GO;-16.7437517;-48.502196
789;9;8;Tapejara;RS;-28.0748601;-52.0135448
790;9;8;Camacan;BA;-15.4169387;-39.4977076
791;9;8;Jaguaré;ES;-18.905649;-40.0755109
792;9;8;Blumenau;SC;-26.8851953;-49.0741045
793;9;8;Camaçari;BA;-12.7114047;-38.3427123
794;9;8;Marechal Cândido Rondon;PR;-24.5440391;-54.0485768
795;10;8;Salvador;BA;-12.9741582;-38.4595758
796;10;8;Carutapera;MA;-1.2010326;-46.015852
797;10;8;Iporá;GO;-16.4278877;-51.119412
798;10;8;Altamira;PA;-3.2308436;-52.234319
799;10;8;Vila Velha;ES;-20.430436;-40.3704287
800;10;8;Palmas;PR;-26.4868673;-51.9996679
801;10;8;Brasileira;PI;-4.181786;-41.7874933
802;10;8;Porto Alegre;RS;-30.0048571;-51.1348967
803;10;8;Santa Rosa;RS;-27.8446083;-54.477
804;10;8;Caxias do Sul;RS;-29.1973858;-51.1626108
805;10;8;Benevides;PA;-1.2847473;-48.3305849
806;10;8;Senador Pompeu;CE;-5.5856866;-39.3756125
807;10;8;Canutama;AM;-6.5360215;-64.3859868
808;10;8;Belém;PA;-1.3598785;-48.4425279
809;10;8;Piracicaba;SP;-22.7451127;-47.622633
810;11;8;Ribeirão Preto;SP;-21.1627437;-47.7988761
811;11;8;Juruti;PA;-2.1519176;-56.0943504
812;11;8;Guarulhos;SP;-23.4642958;-46.5365081
813;11;8;Biritiba-Mirim;SP;-23.567055;-46.037392
814;11;8;Barretos;SP;-20.5360341;-48.5716194
815;11;8;Salvador;BA;-12.9285012;-38.4824031
816;11;8;Tatuí;SP;-23.3552631;-47.8630495
817;11;8;Valinhos;SP;-22.9719573;-46.9992429
818;11;8;Porto Alegre;RS;-30.0028364;-51.1868472
819;11;8;São José dos Campos;SP;-23.1957486;-45.790458
820;11;8;Canoas;RS;-29.897002;-51.168228
821;11;8;Recife;PE;-8.0432981;-34.9304589
822;11;8;Santo Antônio do Descoberto;GO;-15.9393842;-48.2544588
823;11;8;Curitiba;PR;-25.5146347;-49.2661137
824;11;8;São Bernardo do Campo;SP;-23.674634;-46.5593375
825;11;8;Açu;RN;-5.5715599;-36.9087424
826;11;8;Barcarena;PA;-1.5155927;-48.6858584
827;11;8;Campinas;SP;-22.9049705;-47.0674208
828;11;8;Praia Grande;SP;-24.0326788;-46.485421
829;12;8;Wagner;BA;-12.2768829;-41.1674361
830;12;8;Anápolis;GO;-16.3544675;-48.9790734
831;12;8;Campo Grande;MS;-20.4986391;-54.6522484
832;12;8;Indaial;SC;-26.8817246;-49.2350916
833;12;8;Prudentópolis;PR;-25.2132225;-50.9727259
834;12;8;Valente;BA;-11.4200333;-39.4619674
835;12;8;Irecê;BA;-11.3001009;-41.8681054
836;12;8;Grajaú;MA;-5.8051672;-46.1224866
837;12;8;Içara;SC;-28.7014804;-49.3184609
838;12;8;Cansanção;BA;-10.6710008;-39.4956868
839;12;8;Tianguá;CE;-3.7233689;-40.9888897
840;13;8;Belém;PA;-1.3581134;-48.4436242
841;13;8;Recife;PE;-8.1103709;-34.9538247
842;13;8;Araguaína;TO;-7.1848991;-48.2158765
843;13;8;Salvador;BA;-12.9139163;-38.4312142
844;13;8;Confresa;MT;-10.6555938;-51.5768134
845;13;8;São Paulo;SP;-23.5973782;-46.5202843
846;13;8;Curitiba;PR;-25.4019319;-49.3630924
847;13;8;São João da Paraúna;GO;-16.8173722;-50.4068826
848;13;8;Natividade da Serra;SP;-23.3775795;-45.444299
849;13;8;Senador Sá;CE;-3.3526802;-40.4652321
850;13;8;Agrolândia;SC;-27.4122457;-49.8284399
851;13;8;Fortaleza;CE;-3.7199087;-38.575304
852;13;8;Alto Paraguai;MT;-14.5082419;-56.4911732
853;13;8;Rio do Sul;SC;-27.1874011;-49.6061775
854;13;8;Sete Barras;SP;-24.3900154;-47.928493
855;14;8;Tanquinho;BA;-11.9703163;-39.1085058
856;14;8;Ilhéus;BA;-14.7913506;-39.0347962
857;14;8;Barbacena;MG;-21.2091344;-43.7868037
858;14;8;Miguel Alves;PI;-4.1760129;-42.8938838
859;14;8;Itagibá;BA;-14.2830231;-39.8422403
860;14;8;Prainha;PA;-1.8028595;-53.4798467
861;14;8;Itanhém;BA;-17.1695865;-40.3304687
862;14;8;Senador José Bento;MG;-22.163941;-46.1802246
863;14;8;Barra do Mendes;BA;-11.8091849;-42.0633334
864;14;8;Tenório;PB;-6.9403867;-36.6261613
865;14;8;Riachão do Jacuípe;BA;-11.8114383;-39.3836276
866;14;8;Chapecó;SC;-27.1021123;-52.6023784
867;14;8;Itacoatiara;AM;-3.1312658;-58.438781
868;14;8;Indaial;SC;-26.8829119;-49.2283511
869;14;8;Lavras;MG;-21.2506197;-45.0083405
870;14;8;Ibotirama;BA;-12.1828816;-43.2187853
871;15;8;Valença;RJ;-22.2499147;-43.7036228
872;15;8;Manaus;AM;-3.1281231;-60.0389812
873;15;8;Romaria;MG;-18.9077401;-47.5967976
874;15;8;Santa Maria do Salto;MG;-16.2477819;-40.1481254
875;15;8;Xique-Xique;BA;-10.82654;-42.7197702
876;15;8;São Gonçalo do Rio Preto;MG;-18.0039751;-43.3816912
877;15;8;Taguatinga;TO;-12.4076159;-46.4346803
878;15;8;Nossa Senhora da Glória;SE;-10.2120975;-37.4125885
879;15;8;Cachoeira do Arari;PA;-1.0155747;-48.9631961
880;15;8;Aquidauana;MS;-20.4689421;-55.789147
881;15;8;São José do Rio Pardo;SP;-21.6065869;-46.8971639
882;15;8;Acari;RN;-6.4359428;-36.6399968
883;15;8;Mogi Mirim;SP;-22.4169368;-46.9579008
884;15;8;Itaituba;PA;-4.2645166;-55.9897625
885;15;8;Ipira;SC;-27.4031883;-51.7836078
886;15;8;Sorocaba;SP;-23.4694869;-47.4500351
887;15;8;Belém;PA;-1.3557613;-48.4546362
888;15;8;Castanhal;PA;-1.2923252;-47.9346907
